Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
Assignment-1,forge.game.card,Card,setFlipped,3,1,1
Assignment-1,forge.game.card,Card,getDevouredCards,3,1,0
Assignment-1,forge.game.card,Card,addDevoured,6,2,1
Assignment-1,forge.game.card,Card,getExploited,3,1,0
Assignment-1,forge.game.card,Card,addExploited,6,2,1
Assignment-1,forge.game.card,Card,getDelved,3,1,0
Assignment-1,forge.game.card,Card,addDelved,6,2,1
Assignment-1,forge.game.card,Card,clearDelved,3,1,0
Assignment-1,forge.game.card,Card,getConvoked,6,2,0
Assignment-1,forge.game.card,Card,getEmerged,6,2,0
Assignment-1,forge.game.card,Card,getRemembered,3,1,0
Assignment-1,forge.game.card,Card,hasRemembered,3,1,0
Assignment-1,forge.game.card,Card,getRememberedCount,3,1,0
Assignment-1,forge.game.card,Card,getFirstRemembered,3,1,0
Assignment-1,forge.game.card,Card,isRemembered,3,1,1
Assignment-1,forge.game.card,Card,addRemembered,5,2,1
Assignment-1,forge.game.card,Card,addRemembered,11,4,1
Assignment-1,forge.game.card,Card,removeRemembered,5,2,1
Assignment-1,forge.game.card,Card,removeRemembered,11,4,1
Assignment-1,forge.game.card,Card,clearRemembered,7,2,0
Assignment-1,forge.game.card,Card,updateRemembered,3,1,0
Assignment-1,forge.game.card,Card,getImprintedCards,3,1,0
Assignment-1,forge.game.card,Card,hasImprintedCard,3,1,0
Assignment-1,forge.game.card,Card,hasImprintedCard,3,1,1
Assignment-1,forge.game.card,Card,addImprintedCard,3,1,1
Assignment-1,forge.game.card,Card,addImprintedCards,3,1,1
Assignment-1,forge.game.card,Card,removeImprintedCard,3,1,1
Assignment-1,forge.game.card,Card,removeImprintedCards,3,1,1
Assignment-1,forge.game.card,Card,clearImprintedCards,3,1,0
Assignment-1,forge.game.card,Card,addToChosenMap,3,1,2
Assignment-1,forge.game.card,Card,getChosenMap,3,1,0
Assignment-1,forge.game.card,Card,getGainControlTargets,3,1,0
Assignment-1,forge.game.card,Card,addGainControlTarget,3,1,1
Assignment-1,forge.game.card,Card,removeGainControlTargets,3,1,1
Assignment-1,forge.game.card,Card,hasGainControlTarget,3,1,0
Assignment-1,forge.game.card,Card,hasGainControlTarget,3,1,1
Assignment-1,forge.game.card,Card,getUntilLeavesBattlefield,3,1,0
Assignment-1,forge.game.card,Card,addUntilLeavesBattlefield,3,1,1
Assignment-1,forge.game.card,Card,addUntilLeavesBattlefield,3,1,1
Assignment-1,forge.game.card,Card,removeUntilLeavesBattlefield,3,1,1
Assignment-1,forge.game.card,Card,removeUntilLeavesBattlefield,3,1,1
Assignment-1,forge.game.card,Card,clearUntilLeavesBattlefield,3,1,0
Assignment-1,forge.game.card,Card,getExiledCards,3,1,0
Assignment-1,forge.game.card,Card,hasExiledCard,3,1,0
Assignment-1,forge.game.card,Card,hasExiledCard,3,1,1
Assignment-1,forge.game.card,Card,addExiledCard,3,1,1
Assignment-1,forge.game.card,Card,addExiledCards,3,1,1
Assignment-1,forge.game.card,Card,removeExiledCard,3,1,1
Assignment-1,forge.game.card,Card,removeExiledCards,3,1,1
Assignment-1,forge.game.card,Card,clearExiledCards,3,1,0
Assignment-1,forge.game.card,Card,getHauntedBy,3,1,0
Assignment-1,forge.game.card,Card,isHaunted,3,1,0
Assignment-1,forge.game.card,Card,isHauntedBy,3,1,1
Assignment-1,forge.game.card,Card,addHauntedBy,6,2,2
Assignment-1,forge.game.card,Card,addHauntedBy,3,1,1
Assignment-1,forge.game.card,Card,removeHauntedBy,3,1,1
Assignment-1,forge.game.card,Card,getHaunting,3,1,0
Assignment-1,forge.game.card,Card,setHaunting,3,1,1
Assignment-1,forge.game.card,Card,getPairedWith,3,1,0
Assignment-1,forge.game.card,Card,setPairedWith,3,1,1
Assignment-1,forge.game.card,Card,isPaired,3,1,0
Assignment-1,forge.game.card,Card,getMeldedWith,3,1,0
Assignment-1,forge.game.card,Card,setMeldedWith,3,1,1
Assignment-1,forge.game.card,Card,getEncodedCards,3,1,0
Assignment-1,forge.game.card,Card,hasEncodedCard,3,1,0
Assignment-1,forge.game.card,Card,hasEncodedCard,3,1,1
Assignment-1,forge.game.card,Card,addEncodedCard,3,1,1
Assignment-1,forge.game.card,Card,addEncodedCards,3,1,1
Assignment-1,forge.game.card,Card,removeEncodedCard,3,1,1
Assignment-1,forge.game.card,Card,clearEncodedCards,3,1,0
Assignment-1,forge.game.card,Card,getEncodingCard,3,1,0
Assignment-1,forge.game.card,Card,setEncodingCard,3,1,1
Assignment-1,forge.game.card,Card,getMergedCards,3,1,0
Assignment-1,forge.game.card,Card,getTopMergedCard,3,1,0
Assignment-1,forge.game.card,Card,hasMergedCard,3,1,0
Assignment-1,forge.game.card,Card,addMergedCard,6,2,1
Assignment-1,forge.game.card,Card,addMergedCardToTop,3,1,1
Assignment-1,forge.game.card,Card,removeMergedCard,3,1,1
Assignment-1,forge.game.card,Card,clearMergedCards,3,1,0
Assignment-1,forge.game.card,Card,getMergedToCard,3,1,0
Assignment-1,forge.game.card,Card,setMergedToCard,3,1,1
Assignment-1,forge.game.card,Card,isMerged,3,1,0
Assignment-1,forge.game.card,Card,isMutated,3,1,0
Assignment-1,forge.game.card,Card,getMutatedTimestamp,3,1,0
Assignment-1,forge.game.card,Card,setMutatedTimestamp,3,1,1
Assignment-1,forge.game.card,Card,getTimesMutated,3,1,0
Assignment-1,forge.game.card,Card,setTimesMutated,3,1,1
Assignment-1,forge.game.card,Card,removeMutatedStates,5,2,0
Assignment-1,forge.game.card,Card,rebuildMutatedStates,6,2,1
Assignment-1,forge.game.card,Card,getAllComponentCards,9,6,1
Assignment-1,forge.game.card,Card,moveMergedToSubgame,42,8,1
Assignment-1,forge.game.card,Card,retainPaidList,9,3,2
Assignment-1,forge.game.card,Card,getStoredRolls,3,1,0
Assignment-1,forge.game.card,Card,getStoredRollsForView,7,2,0
Assignment-1,forge.game.card,Card,addStoredRolls,8,2,1
Assignment-1,forge.game.card,Card,replaceStoredRoll,8,2,1
Assignment-1,forge.game.card,Card,getFlipResult,6,2,1
Assignment-1,forge.game.card,Card,addFlipResult,6,2,2
Assignment-1,forge.game.card,Card,clearFlipResult,3,1,0
Assignment-1,forge.game.card,Card,getXManaCostPaid,7,2,0
Assignment-1,forge.game.card,Card,getXManaCostPaidByColor,3,1,0
Assignment-1,forge.game.card,Card,setXManaCostPaidByColor,3,1,1
Assignment-1,forge.game.card,Card,getXManaCostPaidCount,11,4,1
Assignment-1,forge.game.card,Card,getBlockedThisTurn,3,1,0
Assignment-1,forge.game.card,Card,addBlockedThisTurn,3,1,1
Assignment-1,forge.game.card,Card,clearBlockedThisTurn,3,1,0
Assignment-1,forge.game.card,Card,getBlockedByThisTurn,3,1,0
Assignment-1,forge.game.card,Card,addBlockedByThisTurn,3,1,1
Assignment-1,forge.game.card,Card,clearBlockedByThisTurn,3,1,0
Assignment-1,forge.game.card,Card,getMustBlockCards,3,1,0
Assignment-1,forge.game.card,Card,addMustBlockCard,4,1,2
Assignment-1,forge.game.card,Card,addMustBlockCards,4,1,2
Assignment-1,forge.game.card,Card,removeMustBlockCards,4,1,1
Assignment-1,forge.game.card,Card,clearMustBlockCards,4,1,0
Assignment-1,forge.game.card,Card,getCloneOrigin,3,1,0
Assignment-1,forge.game.card,Card,setCloneOrigin,3,1,1
Assignment-1,forge.game.card,Card,hasFirstStrike,3,1,0
Assignment-1,forge.game.card,Card,hasDoubleStrike,3,1,0
Assignment-1,forge.game.card,Card,hasSecondStrike,3,1,0
Assignment-1,forge.game.card,Card,hasSuspend,3,1,0
Assignment-1,forge.game.card,Card,hasConverge,3,1,0
Assignment-1,forge.game.card,Card,canReceiveCounters,9,3,1
Assignment-1,forge.game.card,Card,canRemoveCounters,13,3,1
Assignment-1,forge.game.card,Card,getCounterMax,6,2,1
Assignment-1,forge.game.card,Card,addCounterInternal,67,15,6
Assignment-1,forge.game.card,Card,addCounterTimestamp,3,1,1
Assignment-1,forge.game.card,Card,addCounterTimestamp,25,4,2
Assignment-1,forge.game.card,Card,removeCounterTimestamp,3,1,1
Assignment-1,forge.game.card,Card,removeCounterTimestamp,9,2,2
Assignment-1,forge.game.card,Card,subtractCounter,3,1,3
Assignment-1,forge.game.card,Card,subtractCounter,54,10,4
Assignment-1,forge.game.card,Card,setCounters,18,6,1
Assignment-1,forge.game.card,Card,clearCounters,16,5,0
Assignment-1,forge.game.card,Card,sumAllCounters,7,2,0
Assignment-1,forge.game.card,Card,putEtbCounters,13,5,1
Assignment-1,forge.game.card,Card,getSVar,8,3,1
Assignment-1,forge.game.card,Card,hasSVar,8,3,1
Assignment-1,forge.game.card,Card,setSVar,3,1,2
Assignment-1,forge.game.card,Card,copyChangedSVarsFrom,4,1,1
Assignment-1,forge.game.card,Card,getSVars,3,1,0
Assignment-1,forge.game.card,Card,getDirectSVars,3,1,0
Assignment-1,forge.game.card,Card,setSVars,3,1,1
Assignment-1,forge.game.card,Card,removeSVar,3,1,1
Assignment-1,forge.game.card,Card,addChangedSVars,3,1,3
Assignment-1,forge.game.card,Card,removeChangedSVars,3,1,2
Assignment-1,forge.game.card,Card,getTurnInZone,3,1,0
Assignment-1,forge.game.card,Card,setTurnInZone,3,1,1
Assignment-1,forge.game.card,Card,enteredThisTurn,3,1,0
Assignment-1,forge.game.card,Card,getTurnInController,3,1,0
Assignment-1,forge.game.card,Card,setTurnInController,3,1,1
Assignment-1,forge.game.card,Card,setManaCost,3,1,1
Assignment-1,forge.game.card,Card,getOriginalManaCost,3,1,0
Assignment-1,forge.game.card,Card,getManaCost,7,2,0
Assignment-1,forge.game.card,Card,addChangedManaCost,3,1,3
Assignment-1,forge.game.card,Card,removeChangedManaCost,3,1,2
Assignment-1,forge.game.card,Card,hasChosenPlayer,3,1,0
Assignment-1,forge.game.card,Card,getChosenPlayer,3,1,0
Assignment-1,forge.game.card,Card,setChosenPlayer,7,2,1
Assignment-1,forge.game.card,Card,setSecretChosenPlayer,3,1,1
Assignment-1,forge.game.card,Card,revealChosenPlayer,3,1,0
Assignment-1,forge.game.card,Card,hasPromisedGift,3,1,0
Assignment-1,forge.game.card,Card,getPromisedGift,3,1,0
Assignment-1,forge.game.card,Card,setPromisedGift,7,2,1
Assignment-1,forge.game.card,Card,getProtectingPlayer,3,1,0
Assignment-1,forge.game.card,Card,setProtectingPlayer,7,2,1
Assignment-1,forge.game.card,Card,hasChosenNumber,3,1,0
Assignment-1,forge.game.card,Card,getChosenNumber,3,1,0
Assignment-1,forge.game.card,Card,setChosenNumber,3,1,1
Assignment-1,forge.game.card,Card,setChosenNumber,4,2,2
Assignment-1,forge.game.card,Card,clearChosenNumber,4,1,0
Assignment-1,forge.game.card,Card,getExiledWith,3,1,0
Assignment-1,forge.game.card,Card,setExiledWith,3,1,1
Assignment-1,forge.game.card,Card,cleanupExiledWith,9,2,0
Assignment-1,forge.game.card,Card,getExiledBy,3,1,0
Assignment-1,forge.game.card,Card,setExiledBy,3,1,1
Assignment-1,forge.game.card,Card,getChosenType,3,1,0
Assignment-1,forge.game.card,Card,setChosenType,4,1,1
Assignment-1,forge.game.card,Card,hasChosenType,3,1,0
Assignment-1,forge.game.card,Card,setSecretChosenType,3,1,1
Assignment-1,forge.game.card,Card,revealChosenType,3,1,0
Assignment-1,forge.game.card,Card,getChosenType2,3,1,0
Assignment-1,forge.game.card,Card,setChosenType2,4,1,1
Assignment-1,forge.game.card,Card,hasChosenType2,3,1,0
Assignment-1,forge.game.card,Card,hasAnyNotedType,3,1,0
Assignment-1,forge.game.card,Card,addNotedType,4,1,1
Assignment-1,forge.game.card,Card,getNotedTypes,6,2,0
Assignment-1,forge.game.card,Card,getNumNotedTypes,6,2,0
Assignment-1,forge.game.card,Card,getChosenColor,6,2,0
Assignment-1,forge.game.card,Card,getChosenColors,6,2,0
Assignment-1,forge.game.card,Card,setChosenColors,4,1,1
Assignment-1,forge.game.card,Card,hasChosenColor,3,1,0
Assignment-1,forge.game.card,Card,hasChosenColor,3,1,1
Assignment-1,forge.game.card,Card,getChosenColorID,6,2,0
Assignment-1,forge.game.card,Card,setChosenColorID,4,1,1
Assignment-1,forge.game.card,Card,hasChosenColorSpire,3,1,0
Assignment-1,forge.game.card,Card,getChosenCard,3,1,0
Assignment-1,forge.game.card,Card,getChosenCards,3,1,0
Assignment-1,forge.game.card,Card,setChosenCards,3,1,1
Assignment-1,forge.game.card,Card,hasChosenCard,3,1,0
Assignment-1,forge.game.card,Card,hasChosenCard,3,1,1
Assignment-1,forge.game.card,Card,getChosenDirection,3,1,0
Assignment-1,forge.game.card,Card,setChosenDirection,7,2,1
Assignment-1,forge.game.card,Card,getChosenMode,3,1,0
Assignment-1,forge.game.card,Card,setChosenMode,4,1,1
Assignment-1,forge.game.card,Card,getCurrentRoom,3,1,0
Assignment-1,forge.game.card,Card,setCurrentRoom,5,1,1
Assignment-1,forge.game.card,Card,isInLastRoom,9,3,0
Assignment-1,forge.game.card,Card,getSector,3,1,0
Assignment-1,forge.game.card,Card,assignSector,4,1,1
Assignment-1,forge.game.card,Card,hasSector,3,1,0
Assignment-1,forge.game.card,Card,getChosenSector,3,1,0
Assignment-1,forge.game.card,Card,setChosenSector,3,1,1
Assignment-1,forge.game.card,Card,getSprocket,3,1,0
Assignment-1,forge.game.card,Card,setSprocket,6,1,1
Assignment-1,forge.game.card,Card,handleChangedControllerSprocketReset,3,2,0
Assignment-1,forge.game.card,Card,getNamedCard,3,1,0
Assignment-1,forge.game.card,Card,getNamedCards,3,1,0
Assignment-1,forge.game.card,Card,setNamedCards,4,1,1
Assignment-1,forge.game.card,Card,addNamedCard,4,1,1
Assignment-1,forge.game.card,Card,hasNamedCard,3,1,0
Assignment-1,forge.game.card,Card,hasChosenEvenOdd,3,1,0
Assignment-1,forge.game.card,Card,getChosenEvenOdd,3,1,0
Assignment-1,forge.game.card,Card,setChosenEvenOdd,7,2,1
Assignment-1,forge.game.card,Card,getSpellText,3,1,0
Assignment-1,forge.game.card,Card,setText,4,1,1
Assignment-1,forge.game.card,Card,getNonAbilityText,18,5,0
Assignment-1,forge.game.card,Card,keywordsToText,393,84,1
Assignment-1,forge.game.card,Card,kickerDesc,37,6,2
Assignment-1,forge.game.card,Card,getAbilityText,3,1,0
Assignment-1,forge.game.card,Card,getAbilityText,267,77,1
Assignment-1,forge.game.card,Card,abilityTextInstantSorcery,202,44,1
Assignment-1,forge.game.card,Card,formatSpellAbility,5,1,1
Assignment-1,forge.game.card,Card,canProduceColorMana,17,6,1
Assignment-1,forge.game.card,Card,canProduceSameManaTypeWith,15,4,1
Assignment-1,forge.game.card,Card,getMaxManaProduced,9,2,0
Assignment-1,forge.game.card,Card,clearFirstSpell,3,1,0
Assignment-1,forge.game.card,Card,getFirstSpellAbility,3,1,0
Assignment-1,forge.game.card,Card,getFirstAttachSpell,8,3,0
Assignment-1,forge.game.card,Card,getSpellPermanent,8,3,0
Assignment-1,forge.game.card,Card,addSpellAbility,3,1,1
Assignment-1,forge.game.card,Card,addSpellAbility,6,2,2
Assignment-1,forge.game.card,Card,removeSpellAbility,3,1,1
Assignment-1,forge.game.card,Card,removeSpellAbility,5,2,2
Assignment-1,forge.game.card,Card,getSpellAbilities,3,1,0
Assignment-1,forge.game.card,Card,getManaAbilities,3,1,0
Assignment-1,forge.game.card,Card,getNonManaAbilities,3,1,0
Assignment-1,forge.game.card,Card,hasSpellAbility,3,1,1
Assignment-1,forge.game.card,Card,hasSpellAbility,3,1,1
Assignment-1,forge.game.card,Card,hasRemoveIntrinsic,8,3,0
Assignment-1,forge.game.card,Card,hasNoAbilities,20,7,0
Assignment-1,forge.game.card,Card,updateSpellAbilities,46,18,3
Assignment-1,forge.game.card,Card,updateBasicLandAbilities,17,5,2
Assignment-1,forge.game.card,Card,getAllSpellAbilities,8,2,0
Assignment-1,forge.game.card,Card,getSpells,9,3,0
Assignment-1,forge.game.card,Card,getBasicSpells,3,1,0
Assignment-1,forge.game.card,Card,getBasicSpells,9,3,1
Assignment-1,forge.game.card,Card,getShieldCount,3,1,0
Assignment-1,forge.game.card,Card,incShieldCount,4,1,0
Assignment-1,forge.game.card,Card,decShieldCount,4,1,0
Assignment-1,forge.game.card,Card,resetShieldCount,4,1,0
Assignment-1,forge.game.card,Card,addRegeneratedThisTurn,3,1,0
Assignment-1,forge.game.card,Card,getRegeneratedThisTurn,3,1,0
Assignment-1,forge.game.card,Card,setRegeneratedThisTurn,3,1,1
Assignment-1,forge.game.card,Card,canBeShielded,3,1,0
Assignment-1,forge.game.card,Card,updateTokenView,3,1,0
Assignment-1,forge.game.card,Card,isTokenCard,6,2,0
Assignment-1,forge.game.card,Card,setTokenCard,7,2,1
Assignment-1,forge.game.card,Card,setCollectible,3,1,1
Assignment-1,forge.game.card,Card,isCollectible,3,1,0
Assignment-1,forge.game.card,Card,updateWasDestroyed,3,1,1
Assignment-1,forge.game.card,Card,getCopiedPermanent,3,1,0
Assignment-1,forge.game.card,Card,setCopiedPermanent,10,3,1
Assignment-1,forge.game.card,Card,addUntapCommand,3,1,1
Assignment-1,forge.game.card,Card,addUnattachCommand,3,1,1
Assignment-1,forge.game.card,Card,addFaceupCommand,3,1,1
Assignment-1,forge.game.card,Card,addFacedownCommand,3,1,1
Assignment-1,forge.game.card,Card,addChangeControllerCommand,3,1,1
Assignment-1,forge.game.card,Card,addPhaseOutCommand,3,1,1
Assignment-1,forge.game.card,Card,addLeavesPlayCommand,3,1,1
Assignment-1,forge.game.card,Card,addStaticCommandList,3,1,1
Assignment-1,forge.game.card,Card,getStaticCommandList,3,1,0
Assignment-1,forge.game.card,Card,getLeavesPlayCommands,3,1,0
Assignment-1,forge.game.card,Card,setLeavesPlayCommands,3,1,1
Assignment-1,forge.game.card,Card,runLeavesPlayCommands,6,2,0
Assignment-1,forge.game.card,Card,runUntapCommands,6,2,0
Assignment-1,forge.game.card,Card,runUnattachCommands,6,2,0
Assignment-1,forge.game.card,Card,runFaceupCommands,6,2,0
Assignment-1,forge.game.card,Card,runFacedownCommands,6,2,0
Assignment-1,forge.game.card,Card,runChangeControllerCommands,6,2,0
Assignment-1,forge.game.card,Card,runPhaseOutCommands,6,2,0
Assignment-1,forge.game.card,Card,setSickness,7,2,1
Assignment-1,forge.game.card,Card,hasSickness,3,1,0
Assignment-1,forge.game.card,Card,isSick,3,1,0
Assignment-1,forge.game.card,Card,isFirstTurnControlled,3,1,0
Assignment-1,forge.game.card,Card,hasBecomeTargetThisTurn,3,1,0
Assignment-1,forge.game.card,Card,addTargetFromThisTurn,3,1,1
Assignment-1,forge.game.card,Card,isValiant,3,1,1
Assignment-1,forge.game.card,Card,hasStartedTheTurnUntapped,3,1,0
Assignment-1,forge.game.card,Card,setStartedTheTurnUntapped,3,1,1
Assignment-1,forge.game.card,Card,cameUnderControlSinceLastUpkeep,3,1,0
Assignment-1,forge.game.card,Card,setCameUnderControlSinceLastUpkeep,3,1,1
Assignment-1,forge.game.card,Card,getOwner,3,1,0
Assignment-1,forge.game.card,Card,setOwner,11,3,1
Assignment-1,forge.game.card,Card,getController,13,4,0
Assignment-1,forge.game.card,Card,setController,6,1,2
Assignment-1,forge.game.card,Card,addTempController,4,1,2
Assignment-1,forge.game.card,Card,removeTempController,5,2,1
Assignment-1,forge.game.card,Card,removeTempController,9,3,1
Assignment-1,forge.game.card,Card,clearTempControllers,7,2,0
Assignment-1,forge.game.card,Card,clearControllers,8,2,0
Assignment-1,forge.game.card,Card,mayPlayerLook,3,1,1
Assignment-1,forge.game.card,Card,addMayLookFaceDownExile,4,1,1
Assignment-1,forge.game.card,Card,addMayLookAt,8,2,2
Assignment-1,forge.game.card,Card,removeMayLookAt,5,2,1
Assignment-1,forge.game.card,Card,addMayLookTemp,8,3,1
Assignment-1,forge.game.card,Card,removeMayLookTemp,5,2,1
Assignment-1,forge.game.card,Card,updateMayLook,9,2,0
Assignment-1,forge.game.card,Card,updateMayPlay,7,3,0
Assignment-1,forge.game.card,Card,mayPlay,6,2,1
Assignment-1,forge.game.card,Card,mayPlay,9,3,1
Assignment-1,forge.game.card,Card,setMayPlay,4,1,6
Assignment-1,forge.game.card,Card,removeMayPlay,4,1,1
Assignment-1,forge.game.card,Card,getMayPlay,3,1,0
Assignment-1,forge.game.card,Card,setMayPlay,3,1,1
Assignment-1,forge.game.card,Card,resetMayPlayTurn,5,2,0
Assignment-1,forge.game.card,Card,getEquippedBy,3,1,0
Assignment-1,forge.game.card,Card,isEquipped,3,1,0
Assignment-1,forge.game.card,Card,isEquippedBy,3,1,1
Assignment-1,forge.game.card,Card,isEquippedBy,3,1,1
Assignment-1,forge.game.card,Card,getFortifiedBy,3,1,0
Assignment-1,forge.game.card,Card,isFortified,3,1,0
Assignment-1,forge.game.card,Card,isFortifiedBy,3,1,1
Assignment-1,forge.game.card,Card,isFortifying,3,1,0
Assignment-1,forge.game.card,Card,getEquipping,3,1,0
Assignment-1,forge.game.card,Card,isEquipping,3,1,0
Assignment-1,forge.game.card,Card,getEntityAttachedTo,3,1,0
Assignment-1,forge.game.card,Card,setEntityAttachedTo,7,2,1
Assignment-1,forge.game.card,Card,removeAttachedTo,5,2,1
Assignment-1,forge.game.card,Card,isAttachedToEntity,3,1,0
Assignment-1,forge.game.card,Card,isAttachedToEntity,3,1,1
Assignment-1,forge.game.card,Card,getAttachedTo,6,2,0
Assignment-1,forge.game.card,Card,getEnchantingCard,3,1,0
Assignment-1,forge.game.card,Card,getPlayerAttachedTo,6,2,0
Assignment-1,forge.game.card,Card,isEnchanting,3,1,0
Assignment-1,forge.game.card,Card,isEnchantingCard,3,1,0
Assignment-1,forge.game.card,Card,attachToEntity,3,1,2
Assignment-1,forge.game.card,Card,attachToEntity,35,5,3
Assignment-1,forge.game.card,Card,unattachFromEntity,3,1,1
Assignment-1,forge.game.card,Card,unattachFromEntity,17,3,2
Assignment-1,forge.game.card,Card,isModified,6,2,0
Assignment-1,forge.game.card,Card,setType,3,1,1
Assignment-1,forge.game.card,Card,addType,3,1,1
Assignment-1,forge.game.card,Card,addType,3,1,1
Assignment-1,forge.game.card,Card,removeType,3,1,1
Assignment-1,forge.game.card,Card,setCreatureTypes,3,1,1
Assignment-1,forge.game.card,Card,getType,3,1,0
Assignment-1,forge.game.card,Card,getOriginalType,3,1,0
Assignment-1,forge.game.card,Card,getOriginalType,3,1,1
Assignment-1,forge.game.card,Card,getChangedCardTypes,7,2,0
Assignment-1,forge.game.card,Card,clearChangedCardTypes,12,5,0
Assignment-1,forge.game.card,Card,clearChangedCardColors,10,4,0
Assignment-1,forge.game.card,Card,getChangedCardKeywordsByText,3,1,0
Assignment-1,forge.game.card,Card,getChangedCardKeywordsList,3,1,0
Assignment-1,forge.game.card,Card,getChangedCardKeywords,3,1,0
Assignment-1,forge.game.card,Card,setChangedCardKeywords,6,2,1
Assignment-1,forge.game.card,Card,addChangedCardTypesByText,3,1,3
Assignment-1,forge.game.card,Card,addChangedCardTypesByText,9,2,4
Assignment-1,forge.game.card,Card,addChangedCardTypes,6,2,8
Assignment-1,forge.game.card,Card,addChangedCardTypes,11,3,8
Assignment-1,forge.game.card,Card,removeChangedCardTypes,3,1,2
Assignment-1,forge.game.card,Card,removeChangedCardTypes,8,2,3
Assignment-1,forge.game.card,Card,getChangedCardColors,3,1,0
Assignment-1,forge.game.card,Card,addColorByText,4,1,3
Assignment-1,forge.game.card,Card,addColor,4,1,5
Assignment-1,forge.game.card,Card,removeColor,9,2,2
Assignment-1,forge.game.card,Card,setColor,3,1,1
Assignment-1,forge.game.card,Card,setColor,3,1,1
Assignment-1,forge.game.card,Card,getColor,3,1,0
Assignment-1,forge.game.card,Card,getColor,12,3,1
Assignment-1,forge.game.card,Card,getCurrentLoyalty,3,1,0
Assignment-1,forge.game.card,Card,setBaseLoyalty,3,1,1
Assignment-1,forge.game.card,Card,getCurrentDefense,3,1,0
Assignment-1,forge.game.card,Card,setBaseDefense,3,1,1
Assignment-1,forge.game.card,Card,getAttractionLights,3,1,0
Assignment-1,forge.game.card,Card,setAttractionLights,3,1,1
Assignment-1,forge.game.card,Card,getBasePower,3,1,0
Assignment-1,forge.game.card,Card,getBaseToughness,3,1,0
Assignment-1,forge.game.card,Card,setBasePower,3,1,1
Assignment-1,forge.game.card,Card,setBaseToughness,3,1,1
Assignment-1,forge.game.card,Card,getBasePowerString,3,1,0
Assignment-1,forge.game.card,Card,getBaseToughnessString,3,1,0
Assignment-1,forge.game.card,Card,setBasePowerString,3,1,1
Assignment-1,forge.game.card,Card,setBaseToughnessString,3,1,1
Assignment-1,forge.game.card,Card,addCloneState,4,1,2
Assignment-1,forge.game.card,Card,removeCloneState,7,2,1
Assignment-1,forge.game.card,Card,removeCloneState,17,5,1
Assignment-1,forge.game.card,Card,getCloner,7,2,0
Assignment-1,forge.game.card,Card,removeCloneStates,8,2,0
Assignment-1,forge.game.card,Card,getCloneStates,3,1,0
Assignment-1,forge.game.card,Card,setCloneStates,5,1,1
Assignment-1,forge.game.card,Card,updateCloneState,9,2,1
Assignment-1,forge.game.card,Card,getFaceupCardStateName,15,5,0
Assignment-1,forge.game.card,Card,getLastClonedState,6,2,0
Assignment-1,forge.game.card,Card,getSetPTTable,3,1,0
Assignment-1,forge.game.card,Card,setPTTable,4,1,1
Assignment-1,forge.game.card,Card,getSetPTCharacterDefiningTable,3,1,0
Assignment-1,forge.game.card,Card,setPTCharacterDefiningTable,4,1,1
Assignment-1,forge.game.card,Card,addNewPTByText,4,1,4
Assignment-1,forge.game.card,Card,addNewPT,3,1,4
Assignment-1,forge.game.card,Card,addNewPT,6,2,6
Assignment-1,forge.game.card,Card,removeNewPT,3,1,2
Assignment-1,forge.game.card,Card,removeNewPT,9,2,3
Assignment-1,forge.game.card,Card,getPTIterable,3,1,0
Assignment-1,forge.game.card,Card,clearNewPT,16,4,0
Assignment-1,forge.game.card,Card,getCurrentPower,9,3,0
Assignment-1,forge.game.card,Card,getUnswitchedPowerBreakdown,6,2,0
Assignment-1,forge.game.card,Card,getUnswitchedPower,3,1,0
Assignment-1,forge.game.card,Card,getPowerBonusFromCounters,3,1,0
Assignment-1,forge.game.card,Card,getNetPowerBreakdown,6,2,0
Assignment-1,forge.game.card,Card,getNetPower,6,2,0
Assignment-1,forge.game.card,Card,getCurrentToughness,9,3,0
Assignment-1,forge.game.card,Card,StatBreakdown,5,1,0
Assignment-1,forge.game.card,Card,StatBreakdown,5,1,3
Assignment-1,forge.game.card,Card,getTotal,3,1,0
Assignment-1,forge.game.card,Card,toString,3,1,0
Assignment-1,forge.game.card,Card,getUnswitchedToughnessBreakdown,6,2,0
Assignment-1,forge.game.card,Card,getUnswitchedToughness,3,1,0
Assignment-1,forge.game.card,Card,getToughnessBonusFromCounters,3,1,0
Assignment-1,forge.game.card,Card,getNetToughnessBreakdown,6,2,0
Assignment-1,forge.game.card,Card,getNetToughness,3,1,0
Assignment-1,forge.game.card,Card,toughnessAssignsDamage,3,1,0
Assignment-1,forge.game.card,Card,assignNoCombatDamage,3,1,0
Assignment-1,forge.game.card,Card,getNetCombatDamage,3,1,0
Assignment-1,forge.game.card,Card,getTempPowerBoost,9,3,0
Assignment-1,forge.game.card,Card,getTempToughnessBoost,9,3,0
Assignment-1,forge.game.card,Card,addPTBoost,3,1,4
Assignment-1,forge.game.card,Card,removePTBoost,3,1,2
Assignment-1,forge.game.card,Card,getPTBoostTable,3,1,0
Assignment-1,forge.game.card,Card,setPTBoost,4,1,1
Assignment-1,forge.game.card,Card,getDraftActions,3,1,0
Assignment-1,forge.game.card,Card,addDraftAction,3,1,1
Assignment-1,forge.game.card,Card,addIntensity,4,1,1
Assignment-1,forge.game.card,Card,getIntensity,6,2,1
Assignment-1,forge.game.card,Card,setIntensity,3,1,1
