Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT
Assignment-1,forge.screens.planarconquest,SelectStartingPlaneStep,1,0,5,0,23,6,0,0,0.4,0,3
Assignment-1,forge.screens.planarconquest,SelectStartingCommanderStep,2,0,8,0,48,11,0,0,0.375,0,5
Assignment-1,forge.screens.planarconquest,SelectStartingPlaneswalkerStep,2,0,8,0,48,11,0,0,0.375,0,7
Assignment-1,forge.screens.planarconquest,ConquestPlaneSelector,15,0,15,11,167,29,0,0,0.0,3,12
Assignment-1,forge.screens.planarconquest,ConquestDeckEditor,0,0,4,1,18,4,0,0,-1.0,0,4
Assignment-1,forge.screens.planarconquest,ConquestCommandersScreen,6,0,25,15,199,38,0,0,0.72,1,29
Assignment-1,forge.screens.planarconquest,CommanderManager,0,0,11,6,67,15,0,0,-1.0,2,15
Assignment-1,forge.screens.planarconquest,CommanderColorFilter,1,0,5,3,26,5,0,0,0.8,0,4
Assignment-1,forge.screens.planarconquest,CommanderOriginFilter,0,0,3,2,19,4,0,0,-1.0,2,4
Assignment-1,forge.screens.planarconquest,NewConquestScreenModel,3,3,0,0,5,0,0,0,-1.0,4,2
Assignment-1,forge.screens.planarconquest,ConquestCollectionScreen,4,0,22,8,241,42,0,0,0.2727272727272727,1,18
Assignment-1,forge.screens.planarconquest,CollectionTab,1,0,12,6,108,22,0,0,0.5833333333333334,0,12
Assignment-1,forge.screens.planarconquest,CollectionManager,0,0,5,3,68,13,0,0,-1.0,2,8
Assignment-1,forge.screens.planarconquest,CardOriginFilter,0,0,3,2,19,4,0,0,-1.0,3,4
Assignment-1,forge.screens.planarconquest,ConquestPlaneswalkersScreen,3,0,8,3,60,13,0,0,0.375,1,10
Assignment-1,forge.screens.constructed,PlayerPanel,46,0,76,64,981,211,0,0,0.039473684210526314,1,25
Assignment-1,forge.screens.constructed,AvatarSelector,6,0,6,2,75,12,0,0,0.3333333333333333,2,8
Assignment-1,forge.screens.constructed,LobbyScreen,18,1,51,21,703,153,1,0,0.0784313725490196,1,32
Assignment-1,forge.screens.constructed,MultiVariantSelect,2,0,8,3,70,10,0,0,0.5,0,9
Assignment-1,forge.screens.constructed,Variant,1,0,3,0,27,5,0,0,0.0,3,6
Assignment-1,forge.screens.constructed,VariantRenderer,0,0,3,3,23,3,0,0,-1.0,0,6
Assignment-1,forge.screens.constructed,SleevesSelector,6,0,6,2,75,12,0,0,0.3333333333333333,2,8
Assignment-1,forge.screens.constructed,ConstructedScreen,0,0,1,1,6,1,0,1,-1.0,0,1
Assignment-1,forge.screens.quest,QuestDuelsScreen,4,0,7,4,47,9,0,1,0.2857142857142857,1,6
Assignment-1,forge.screens.quest,QuestDecksScreen,10,1,5,3,101,10,0,0,0.0,1,17
Assignment-1,forge.screens.quest,QuestEventPanel,14,0,9,6,108,20,0,0,0.0,3,10
Assignment-1,forge.screens.quest,Container,2,0,3,1,25,5,0,0,1.0,1,1
Assignment-1,forge.screens.quest,QuestLaunchScreen,1,0,7,3,28,8,3,0,0.42857142857142855,0,7
Assignment-1,forge.screens.quest,QuestMenu,19,0,26,22,202,38,0,0,0.15384615384615385,10,18
Assignment-1,forge.screens.quest,QuestDraftDeckEditor,0,0,4,2,14,4,0,0,-1.0,0,1
Assignment-1,forge.screens.quest,QuestStatsScreen,12,0,17,13,117,21,0,0,0.5294117647058824,1,13
Assignment-1,forge.screens.quest,StatLabel,0,0,1,0,5,1,0,0,-1.0,0,2
Assignment-1,forge.screens.quest,QuestBazaarScreen,14,0,13,5,156,20,0,0,0.46153846153846156,2,17
Assignment-1,forge.screens.quest,BazaarPage,8,0,6,2,73,11,0,0,0.3333333333333333,2,13
Assignment-1,forge.screens.quest,BazaarItemDisplay,6,0,4,2,65,5,0,0,0.5,0,11
Assignment-1,forge.screens.quest,QuestSpellShopScreen,8,0,35,9,268,52,0,0,0.5428571428571428,1,22
Assignment-1,forge.screens.quest,SpellShopBasePage,2,0,13,4,85,22,2,0,0.38461538461538464,0,11
Assignment-1,forge.screens.quest,SpellShopPage,1,0,7,0,32,7,0,1,0.8571428571428571,1,9
Assignment-1,forge.screens.quest,InventoryPage,2,0,7,0,49,7,0,1,1.0,1,6
Assignment-1,forge.screens.quest,QuestChallengesScreen,4,0,6,4,38,7,0,1,0.5,1,3
Assignment-1,forge.screens.quest,NewQuestScreen,48,0,24,16,462,84,0,0,0.20833333333333334,0,27
Assignment-1,forge.screens.quest,FColorCheckBox,0,0,1,0,5,1,0,0,-1.0,1,0
Assignment-1,forge.screens.quest,QuestPrefsScreen,8,0,9,2,175,21,0,0,0.2222222222222222,1,12
Assignment-1,forge.screens.quest,PrefsHeader,1,0,2,1,17,6,0,0,0.0,0,3
Assignment-1,forge.screens.quest,PrefsOption,5,0,4,0,54,10,0,0,0.5,0,6
Assignment-1,forge.screens.quest,OptionField,0,0,2,0,37,8,0,0,-1.0,2,4
Assignment-1,forge.screens.quest,LoadQuestScreen,10,0,20,10,256,42,0,0,0.1,0,20
Assignment-1,forge.screens.quest,QuestFileLister,1,0,10,8,89,18,0,0,0.4,1,8
Assignment-1,forge.screens.quest,QuestDeckEditor,0,0,5,4,36,7,0,0,-1.0,0,5
Assignment-1,forge.screens.quest,QuestTournamentsScreen,21,0,26,18,324,55,0,1,0.23076923076923078,2,27
Assignment-1,forge.screens.quest,SelectTournamentPanel,0,0,1,0,16,1,0,0,-1.0,1,1
Assignment-1,forge.screens.quest,PrepareDeckPanel,0,0,1,0,10,1,0,0,-1.0,1,2
Assignment-1,forge.screens.quest,TournamentActivePanel,0,0,1,0,113,17,0,0,-1.0,1,10
Assignment-1,forge.screens.gauntlet,NewGauntletScreen,2,0,23,14,206,71,0,0,0.08695652173913043,0,15
Assignment-1,forge.screens.gauntlet,LoadGauntletScreen,9,0,19,12,233,44,0,0,0.10526315789473684,0,23
Assignment-1,forge.screens.gauntlet,GauntletFileLister,2,0,11,9,99,20,0,0,0.2727272727272727,1,6
Assignment-1,forge.screens.limited,LoadSealedScreen,5,0,6,2,108,17,0,0,0.3333333333333333,0,17
Assignment-1,forge.screens.limited,NewDraftScreen,2,0,3,1,30,5,0,0,0.6666666666666666,0,10
Assignment-1,forge.screens.limited,DraftingProcessScreen,3,0,8,7,102,30,0,0,0.25,0,11
Assignment-1,forge.screens.limited,LoadDraftScreen,5,0,6,2,107,17,0,0,0.3333333333333333,0,17
Assignment-1,forge.screens.limited,NewSealedScreen,2,0,3,1,30,4,0,0,0.6666666666666666,0,9
Assignment-1,forge.screens.online,OnlineChatScreen,19,0,10,5,135,18,0,0,0.0,0,12
Assignment-1,forge.screens.online,ChatLog,0,0,2,0,24,4,0,0,-1.0,1,2
Assignment-1,forge.screens.online,ChatMessageBubble,14,0,3,2,72,7,0,0,0.0,2,5
Assignment-1,forge.screens.online,OnlineMenu,6,0,12,8,103,27,0,0,0.3333333333333333,3,9
Assignment-1,forge.screens.online,OnlineLobbyScreen,2,0,10,10,87,20,0,0,0.4,2,12
Assignment-1,forge.menu,FMagnifyView,7,0,7,2,46,8,0,1,0.42857142857142855,4,7
Assignment-1,forge.menu,FTooltip,6,0,8,3,47,11,0,1,0.25,5,8
Assignment-1,forge.menu,FPopupMenu,5,0,9,2,74,18,0,2,0.0,24,4
Assignment-1,forge.menu,FDropDown,5,0,39,25,247,75,3,0,0.23076923076923078,9,11
Assignment-1,forge.menu,Backdrop,0,0,7,6,31,12,0,0,-1.0,1,1
Assignment-1,forge.menu,FMenuTab,10,2,17,12,131,38,0,0,0.0,6,8
Assignment-1,forge.menu,FMenuItem,15,1,27,22,130,36,2,0,0.37037037037037035,19,10
Assignment-1,forge.menu,FDropDownMenu,2,0,11,6,97,24,1,1,0.36363636363636365,25,1
Assignment-1,forge.menu,FSubMenu,1,0,7,6,40,8,0,1,0.7142857142857143,0,3
Assignment-1,forge.menu,FMenuBar,2,0,13,11,115,28,0,0,0.3076923076923077,2,5
Assignment-1,forge.menu,FCheckBoxMenuItem,3,2,8,8,36,9,0,1,0.5,1,7
Assignment-1,forge.assets,FRotatedImage,6,0,8,8,45,9,0,2,0.0,0,1
Assignment-1,forge.assets,AssetsDownloader,2,0,2,1,253,46,0,0,0.0,1,10
Assignment-1,forge.assets,FSkinFont,9,0,30,24,421,114,0,0,0.13333333333333333,135,7
Assignment-1,forge.assets,FBufferedImage,4,0,13,12,68,18,0,2,0.3076923076923077,2,2
Assignment-1,forge.assets,FLanguage,0,0,2,2,26,5,0,0,-1.0,0,3
Assignment-1,forge.assets,Assets,30,0,45,38,417,134,0,0,0.1111111111111111,0,5
Assignment-1,forge.assets,MemoryTrackingAssetManager,2,0,11,5,113,41,0,0,0.2727272727272727,1,2
Assignment-1,forge.assets,FSkinColor,15,0,29,23,207,49,0,0,0.06896551724137931,106,2
Assignment-1,forge.assets,FSkinBorder,2,0,4,4,21,4,0,0,0.0,0,2
Assignment-1,forge.assets,FDelayLoadImage,2,0,8,8,34,10,0,2,0.375,0,2
Assignment-1,forge.assets,FSkin,4,0,24,22,532,109,0,0,0.3333333333333333,25,13
Assignment-1,forge.assets,FTextureRegionImage,1,0,8,8,27,8,0,2,0.0,2,1
Assignment-1,forge.assets,FImage,0,0,3,0,5,3,2,0,-1.0,60,1
Assignment-1,forge.assets,FTextureImage,1,0,8,8,27,8,0,2,0.375,0,1
Assignment-1,forge.assets,FSkinImageImpl,6,0,8,7,110,22,0,2,0.0,1,4
Assignment-1,forge.assets,ImageCache,14,1,33,26,378,112,0,0,0.09090909090909091,1,17
Assignment-1,forge.assets,ImageRecord,3,0,1,0,10,1,0,0,0.0,1,0
Assignment-1,forge.assets,FImageComplex,0,0,4,4,6,4,5,1,-1.0,2,0
Assignment-1,forge.assets,FSkinImageInterface,0,0,4,4,6,4,1,1,-1.0,12,0
Assignment-1,forge.assets,TextRenderer,22,0,18,11,583,121,0,0,0.2777777777777778,19,11
Assignment-1,forge.assets,Piece,7,0,2,1,10,2,2,0,1.0,1,1
Assignment-1,forge.assets,TextPiece,2,0,2,1,18,4,0,1,0.0,1,2
Assignment-1,forge.assets,SymbolPiece,1,0,2,1,16,4,0,1,0.0,0,2
Assignment-1,forge.assets,BitmapFontWriter,27,26,13,11,272,39,0,0,0.23076923076923078,2,5
Assignment-1,forge.assets,Padding,4,4,2,2,14,2,0,0,1.0,2,0
Assignment-1,forge.assets,Spacing,2,2,0,0,6,0,0,0,-1.0,2,0
Assignment-1,forge.assets,FontInfo,20,20,3,3,77,3,0,0,1.0,1,2
Assignment-1,forge.lda.dataset,Dataset,2,0,13,13,45,13,0,0,0.0,2,3
Assignment-1,forge.lda.dataset,Vocabularies,1,0,4,4,15,4,0,0,0.0,4,0
Assignment-1,forge.lda.dataset,BagOfWords,8,0,9,9,117,17,0,0,0.0,2,4
Assignment-1,forge.lda.dataset,Vocabulary,2,0,3,3,15,4,0,0,0.0,2,0
Assignment-1,forge.lda.lda,Hyperparameters,2,0,9,0,33,9,0,0,0.0,1,2
Assignment-1,forge.lda.lda,Alpha,1,0,4,0,18,5,0,0,0.0,1,0
Assignment-1,forge.lda.lda,LDA,6,0,14,13,132,24,0,0,0.0,5,5
Assignment-1,forge.lda.lda,Beta,1,0,5,0,24,7,0,0,0.0,1,0
Assignment-1,forge.lda.lda.inference,InferenceFactory,0,0,2,1,19,2,0,0,-1.0,1,1
Assignment-1,forge.lda.lda.inference,InferenceProperties,3,1,6,6,32,8,0,0,0.0,3,0
Assignment-1,forge.lda.lda.inference,PropertiesLoader,0,0,1,1,6,2,0,0,-1.0,0,0
Assignment-1,forge.lda.lda.inference,Inference,0,0,6,6,32,6,0,0,-1.0,2,2
Assignment-1,forge.lda.lda.inference.internal,Topics,1,0,9,0,40,13,0,0,0.0,2,3
Assignment-1,forge.lda.lda.inference.internal,Words,1,0,4,0,19,6,0,0,0.0,1,0
Assignment-1,forge.lda.lda.inference.internal,AssignmentCounter,1,0,6,0,34,11,0,0,0.0,2,0
Assignment-1,forge.lda.lda.inference.internal,Documents,1,0,12,0,55,17,0,0,0.0,1,7
Assignment-1,forge.lda.lda.inference.internal,TopicCounter,1,0,6,0,21,6,0,0,0.0,1,1
Assignment-1,forge.lda.lda.inference.internal,Document,4,0,12,0,52,15,0,0,0.0,1,3
Assignment-1,forge.lda.lda.inference.internal,CollapsedGibbsSampler,7,0,17,10,144,30,0,0,0.0,0,6
Assignment-1,forge.lda.lda.inference.internal,Topic,3,0,7,0,30,9,0,0,0.0,3,1
Assignment-1,forge.lda.lda.inference.internal,TopicAssignment,2,0,4,0,30,9,0,0,0.0,1,0
Assignment-1,forge.lda.lda.inference.internal,VocabularyCounter,2,0,5,0,23,6,0,0,0.0,1,1
Assignment-1,forge.lda,LDAModelGenetrator,3,3,9,8,301,64,0,0,0.4444444444444444,1,14
Assignment-1,forge.game.card,CardCopyServiceTest,0,0,4,4,10,4,0,0,-1.0,0,0
Assignment-1,forge.game.card,CardPlayOption,6,0,16,14,106,26,0,0,0.0,2,6
Assignment-1,forge.game.card,TokenCreateTable,1,0,4,3,65,19,0,0,1.0,4,5
Assignment-1,forge.game.card,CardProperty,2,0,4,1,2373,820,0,0,0.0,2,33
Assignment-1,forge.game.card,CheckCanPayManaCost,2,0,2,0,47,12,0,0,0.0,0,1
Assignment-1,forge.game.card,CardChangedWords,6,3,10,5,73,15,0,0,0.2,2,1
Assignment-1,forge.game.card,WordHolder,3,3,2,0,12,2,0,0,1.0,0,0
Assignment-1,forge.game.card,CardChangedName,2,0,4,4,17,4,0,0,0.0,0,0
Assignment-1,forge.game.card,CardUtil,3,3,19,17,278,68,0,0,0.7894736842105263,18,19
Assignment-1,forge.game.card,IHasCardView,0,0,1,0,3,1,0,0,-1.0,0,0
Assignment-1,forge.game.card,CardFaceView,3,0,8,8,32,8,0,0,0.0,1,1
Assignment-1,forge.game.card,CardDamageHistory,14,0,28,28,216,45,0,0,0.17857142857142858,1,7
Assignment-1,forge.game.card,CardLists,5,5,44,44,345,86,0,0,0.45454545454545453,137,12
Assignment-1,forge.game.card,ActivationTable,1,0,5,3,42,9,0,0,0.0,1,1
Assignment-1,forge.game.card,CardCollection,3,1,9,8,108,18,0,1,0.7777777777777778,130,3
Assignment-1,forge.game.card,EmptyCardCollection,1,0,1,0,9,1,0,1,0.0,0,0
Assignment-1,forge.game.card,Card,220,3,974,957,7031,1949,0,0,0.0513347022587269,596,46
Assignment-1,forge.game.card,StatBreakdown,3,3,4,4,21,4,0,0,0.0,0,0
Assignment-1,forge.game.card,CountKeywordVisitor,2,0,3,2,18,4,0,0,0.0,1,0
Assignment-1,forge.game.card,HasKeywordVisitor,3,0,3,2,19,4,0,0,0.0,1,0
Assignment-1,forge.game.card,ListKeywordVisitor,1,0,2,2,10,2,0,0,0.0,1,0
Assignment-1,forge.game.card,CardCollectionView,0,0,0,0,2,0,2,0,-1.0,104,0
Assignment-1,forge.game.card,CardFactoryUtil,2,0,39,36,3133,455,0,0,0.7435897435897436,12,28
Assignment-1,forge.game.card,CardZoneTable,5,0,15,13,159,45,0,0,0.3333333333333333,42,11
Assignment-1,forge.game.card,CardDamageMap,1,0,9,8,148,33,0,0,0.7777777777777778,11,9
Assignment-1,forge.game.card,CardPredicates,33,33,59,59,262,66,0,0,0.8983050847457628,54,10
Assignment-1,forge.game.card,CardCopyService,2,0,14,12,288,48,0,0,0.0,15,8
Assignment-1,forge.game.card,CounterType,6,0,16,14,97,27,0,0,0.1875,40,1
Assignment-1,forge.game.card,CardView,5,0,320,216,1800,529,0,0,0.325,109,16
Assignment-1,forge.game.card,CardStateView,3,0,124,92,610,179,0,0,0.6532258064516129,15,6
Assignment-1,forge.game.card,CardColor,2,0,3,2,19,3,0,0,0.0,0,1
Assignment-1,forge.game.card,CardFactory,0,0,13,8,603,143,0,0,-1.0,10,22
Assignment-1,forge.game.card,CardCloneStates,3,0,7,6,39,9,0,0,0.0,3,4
Assignment-1,forge.game.card,CardState,32,0,120,120,669,198,0,0,0.05,20,18
Assignment-1,forge.game.card,CardTraitChanges,7,0,10,10,107,24,0,0,0.0,2,2
Assignment-1,forge.game.mana,ManaCostBeingPaidTest,0,0,3,1,21,4,0,0,-1.0,0,3
Assignment-1,forge.game.mana,ManaCostBeingPaid,10,0,48,42,595,152,0,0,0.08333333333333333,25,9
Assignment-1,forge.game.mana,ManaCostBeingPaidIterator,4,0,5,5,50,12,0,0,0.6,0,1
Assignment-1,forge.game.mana,ShardCount,2,0,3,1,13,3,0,0,0.6666666666666666,3,1
Assignment-1,forge.game.mana,Mana,3,0,17,17,97,26,0,0,0.0,10,7
Assignment-1,forge.game.mana,ManaConversionMatrix,4,0,6,6,43,9,1,0,0.0,12,2
Assignment-1,forge.game.mana,ManaPool,2,0,22,21,255,65,0,1,0.09090909090909091,7,10
Assignment-1,forge.game.mana,ManaRefundService,2,0,2,2,31,6,0,0,0.0,1,4
Assignment-1,forge.game.ability,AbilityKeyTest,0,0,2,2,12,3,0,0,-1.0,0,0
Assignment-1,forge.game.ability,IllegalAbilityException,1,0,3,2,12,3,0,0,1.0,0,3
Assignment-1,forge.game.ability,AbilityFactory,2,1,23,16,382,89,0,0,0.30434782608695654,34,9
Assignment-1,forge.game.ability,AbilityApiBased,1,0,3,3,23,5,0,0,0.0,0,5
Assignment-1,forge.game.ability,StaticAbilityApiBased,1,0,3,3,19,4,0,0,0.0,0,5
Assignment-1,forge.game.ability,SpellAbilityEffect,3,0,64,14,917,211,0,0,0.296875,16,17
Assignment-1,forge.game.ability,AbilityUtils,1,0,47,33,3535,949,0,0,0.10638297872340426,267,20
Assignment-1,forge.game.ability,SpellApiBased,2,0,3,3,30,6,0,0,0.0,0,5
Assignment-1,forge.trackable,TrackableSerializer,2,1,10,10,44,12,0,0,0.0,4,2
Assignment-1,forge.trackable,TrackableDeserializer,2,0,9,9,31,9,0,0,0.2222222222222222,3,3
Assignment-1,forge.trackable,TrackableTypes,28,26,95,47,568,143,0,0,0.9789473684210527,4,21
Assignment-1,forge.trackable,TrackableType,0,0,6,0,12,6,2,0,-1.0,2,4
Assignment-1,forge.trackable,TrackableObjectType,0,0,4,1,38,10,0,1,-1.0,2,2
Assignment-1,forge.trackable,TrackableCollectionType,1,0,3,0,46,11,0,1,0.0,1,5
Assignment-1,forge.trackable,TrackableCollection,1,0,4,4,14,4,0,0,1.0,17,0
Assignment-1,forge.trackable,Tracker,6,0,11,10,55,14,0,0,0.18181818181818182,16,2
Assignment-1,forge.trackable,DelayedPropChange,3,0,2,1,13,2,0,0,0.0,0,1
Assignment-1,forge.trackable,TrackableIndex,0,0,1,1,4,1,0,0,-1.0,1,0
Assignment-1,forge.trackable,TrackableObject,6,0,14,10,105,28,0,0,0.0,8,4
Assignment-1,forge.game.spellability,SpellAbilityRestriction,0,0,7,7,473,142,0,1,-1.0,2,11
Assignment-1,forge.game.spellability,SpellAbilityStackInstance,6,0,23,23,141,36,0,0,0.08695652173913043,15,8
Assignment-1,forge.game.spellability,LandAbility,0,0,7,7,83,21,0,4,-1.0,0,7
Assignment-1,forge.game.spellability,SpellAbilityPredicates,0,0,8,8,26,8,0,0,-1.0,9,3
Assignment-1,forge.game.spellability,StackItemView,1,0,27,16,129,45,0,0,0.1111111111111111,13,5
Assignment-1,forge.game.spellability,AbilityManaPart,15,0,46,45,566,124,0,0,0.043478260869565216,8,21
Assignment-1,forge.game.spellability,SpellAbilityVariables,57,0,108,108,700,108,2,0,0.4537037037037037,0,0
Assignment-1,forge.game.spellability,Ability,0,0,6,2,40,7,1,2,-1.0,0,5
Assignment-1,forge.game.spellability,AbilityStatic,0,0,4,4,37,5,1,3,-1.0,1,4
Assignment-1,forge.game.spellability,Spell,3,0,11,11,147,31,0,2,0.6363636363636364,4,10
Assignment-1,forge.game.spellability,TargetRestrictions,22,0,59,57,482,91,0,0,0.05084745762711865,41,7
Assignment-1,forge.game.spellability,SpellAbility,64,0,321,316,2132,625,5,1,0.16199376947040497,719,37
Assignment-1,forge.game.spellability,EmptySa,0,0,6,6,25,6,0,2,-1.0,0,3
Assignment-1,forge.game.spellability,AbilityActivated,0,0,8,8,85,14,0,2,-1.0,0,7
Assignment-1,forge.game.spellability,SpellPermanent,1,0,3,3,29,4,0,0,1.0,0,3
Assignment-1,forge.game.spellability,SpellAbilityView,1,0,14,9,52,15,0,0,0.35714285714285715,7,4
Assignment-1,forge.game.spellability,OptionalCostValue,3,0,6,6,47,7,0,0,0.0,1,1
Assignment-1,forge.game.spellability,TargetChoices,3,0,24,23,118,33,0,0,0.0,10,10
Assignment-1,forge.game.spellability,SpellAbilityCondition,0,0,3,3,418,131,0,1,-1.0,4,11
Assignment-1,forge.game.spellability,AbilitySub,3,0,8,7,72,12,0,2,0.625,16,6
Assignment-1,forge.game.spellability,ISpellAbility,0,0,0,0,5,0,1,0,-1.0,0,0
Assignment-1,forge.game,GameEntity,5,0,60,56,277,95,0,1,0.2,64,11
Assignment-1,forge.game,GameAction,3,0,97,65,2196,578,0,0,0.041237113402061855,5,25
Assignment-1,forge.game,GameObjectPredicates,0,0,2,2,12,2,0,0,-1.0,8,3
Assignment-1,forge.game,GameLog,3,0,6,5,51,10,0,0,0.5,3,2
Assignment-1,forge.game,GameView,3,0,52,45,213,65,0,0,0.7307692307692307,45,15
Assignment-1,forge.game,CardTraitBase,14,0,52,47,608,170,1,1,0.057692307692307696,28,16
Assignment-1,forge.game,IHasGameType,0,0,1,0,3,1,0,0,-1.0,1,0
Assignment-1,forge.game,GameRules,13,0,27,27,97,28,0,0,0.4444444444444444,15,0
Assignment-1,forge.game,GameSnapshot,4,0,21,14,333,82,0,0,0.09523809523809523,2,13
Assignment-1,forge.game,SnapshotEntityMap,0,0,4,4,23,7,0,1,-1.0,1,3
Assignment-1,forge.game,GameEntityView,1,0,13,10,62,18,0,0,0.5384615384615384,30,7
Assignment-1,forge.game,IIdentifiable,0,0,1,0,3,1,2,0,-1.0,0,0
Assignment-1,forge.game,StaticEffects,1,0,4,4,44,8,0,0,0.0,2,2
Assignment-1,forge.game,CardTraitPredicates,0,0,4,4,20,5,0,0,-1.0,8,1
Assignment-1,forge.game,GameLogFormatter,2,0,24,23,223,53,0,0,0.25,3,10
Assignment-1,forge.game,StaticEffect,6,0,17,12,212,47,0,0,0.0,3,5
Assignment-1,forge.game,GameOutcome,10,2,24,23,158,46,0,0,0.25,8,4
Assignment-1,forge.game,AnteResult,3,2,3,3,13,3,0,0,1.0,0,0
Assignment-1,forge.game,GameObject,0,0,4,4,43,6,2,0,-1.0,22,4
Assignment-1,forge.game,Match,7,0,25,20,332,82,0,0,0.08,11,19
Assignment-1,forge.game,IHasSVars,0,0,7,7,9,7,1,0,-1.0,4,0
Assignment-1,forge.game,Game,60,12,145,140,1103,277,0,0,0.1310344827586207,395,29
Assignment-1,forge.game,CardStateVisitor,2,0,3,2,16,4,0,0,0.0,1,0
Assignment-1,forge.game,CardIdVisitor,2,0,3,2,16,4,0,0,0.0,1,0
Assignment-1,forge.game,GameLogEntry,3,2,2,1,12,2,0,0,0.0,2,0
Assignment-1,forge.game,GameEntityCache,1,0,8,8,39,12,0,0,0.0,1,0
Assignment-1,forge.game,GameEntityViewMap,1,0,7,6,37,12,0,0,0.7142857142857143,5,0
Assignment-1,forge.game,IEntityMap,0,0,7,7,27,9,1,0,-1.0,2,6
Assignment-1,forge.game,GameFormat,28,3,57,49,532,133,0,0,0.22807017543859648,54,12
Assignment-1,forge.game,Reader,4,1,3,1,106,15,0,0,0.6666666666666666,2,3
Assignment-1,forge.game,Collection,3,0,26,26,176,56,0,0,0.4230769230769231,26,5
Assignment-1,forge.game,InverseDateComparator,0,0,1,1,19,6,0,0,-1.0,0,1
Assignment-1,forge.game,GameEntityCounterTable,1,0,11,10,155,40,0,0,0.6363636363636364,46,8
Assignment-1,forge.game,GameActionUtil,0,0,13,12,745,168,0,0,-1.0,28,19
Assignment-1,forge.game,TriggerReplacementBase,2,0,11,11,74,17,0,2,0.2727272727272727,0,5
Assignment-1,forge.game,ForgeScript,0,0,2,2,450,137,0,0,-1.0,2,17
Assignment-1,forge.game.phase,Phase,7,0,13,12,107,20,1,0,0.15384615384615385,1,2
Assignment-1,forge.game.phase,ExtraPhase,2,0,4,4,16,4,0,0,0.5,2,1
Assignment-1,forge.game.phase,Untap,2,0,6,3,174,41,0,1,0.0,3,9
Assignment-1,forge.game.phase,ExtraTurn,4,0,11,11,69,11,0,0,0.36363636363636365,2,3
Assignment-1,forge.game.phase,PhaseHandler,20,0,54,43,999,236,0,0,0.0,73,16
Assignment-1,forge.game.trigger,TriggerUnattach,0,0,4,4,40,6,0,1,-1.0,0,3
Assignment-1,forge.game.trigger,TriggerCounterAdded,0,0,4,4,60,13,0,1,-1.0,0,5
Assignment-1,forge.game.trigger,TriggerChangesController,0,0,4,4,40,6,0,1,-1.0,0,3
Assignment-1,forge.game.trigger,TriggerVote,0,0,5,4,65,12,0,1,-1.0,1,6
Assignment-1,forge.game.trigger,TriggerImmediate,0,0,4,4,23,5,0,1,-1.0,0,2
Assignment-1,forge.game.trigger,TriggerExploited,0,0,4,4,42,6,0,1,-1.0,0,3
Assignment-1,forge.game.trigger,TriggerCounterAddedOnce,0,0,4,4,62,14,0,1,-1.0,0,4
Assignment-1,forge.game.trigger,TriggerRolledDie,0,0,4,4,59,19,0,1,-1.0,0,4
Assignment-1,forge.game.trigger,TriggerAttackerBlocked,0,0,4,4,44,7,0,1,-1.0,0,4
Assignment-1,forge.game.trigger,TriggerForetell,0,0,4,4,39,7,0,1,-1.0,0,3
Assignment-1,forge.game.trigger,TriggerTokenCreatedOnce,0,0,4,4,33,8,0,1,-1.0,0,5
Assignment-1,forge.game.trigger,TriggerAlways,0,0,4,4,30,4,0,1,-1.0,0,2
Assignment-1,forge.game.trigger,TriggerClassLevelGained,0,0,4,4,27,7,0,1,-1.0,0,2
Assignment-1,forge.game.trigger,TriggerManaExpend,0,0,4,4,31,5,0,1,-1.0,0,2
Assignment-1,forge.game.trigger,TriggerBecomeMonarch,0,0,4,4,27,6,0,1,-1.0,0,4
Assignment-1,forge.game.trigger,TriggerChangesZoneAll,0,0,5,4,52,13,0,1,-1.0,0,8
Assignment-1,forge.game.trigger,TriggerCounterAddedAll,0,0,5,4,29,6,0,1,-1.0,0,5
Assignment-1,forge.game.trigger,TriggerCounterRemovedOnce,0,0,4,4,52,9,0,1,-1.0,0,4
Assignment-1,forge.game.trigger,TriggerDayTimeChanges,0,0,4,4,13,4,0,1,-1.0,0,2
Assignment-1,forge.game.trigger,TriggerTurnBegin,0,0,4,4,19,5,0,1,-1.0,0,3
Assignment-1,forge.game.trigger,TriggerConjureAll,0,0,4,4,28,7,0,1,-1.0,0,5
Assignment-1,forge.game.trigger,TriggerDamagePreventedOnce,0,0,4,4,53,9,0,1,-1.0,0,4
Assignment-1,forge.game.trigger,TriggerUntaps,0,0,4,4,37,5,0,1,-1.0,0,3
Assignment-1,forge.game.trigger,TriggerAttackerBlockedOnce,0,0,4,4,26,5,0,1,-1.0,0,3
Assignment-1,forge.game.trigger,TriggerEnteredRoom,0,0,4,4,26,7,0,1,-1.0,0,2
Assignment-1,forge.game.trigger,TriggerLosesGame,0,0,4,4,35,5,0,1,-1.0,0,3
Assignment-1,forge.game.trigger,TriggerLifeGained,0,0,4,4,51,10,0,1,-1.0,0,3
Assignment-1,forge.game.trigger,TriggerProliferate,0,0,4,4,19,5,0,1,-1.0,0,3
Assignment-1,forge.game.trigger,TriggerAttackerUnblocked,0,0,4,4,40,6,0,1,-1.0,0,3
Assignment-1,forge.game.trigger,TriggerCaseSolved,0,0,4,4,23,6,0,1,-1.0,0,3
Assignment-1,forge.game.trigger,TriggerMilled,0,0,4,4,39,6,0,1,-1.0,0,3
